CaseID,Description,Resource Allocation Strategy,Throughput Maximization Outcome,Load Balancing Outcome,Optimization Label,idx
04967,Financial district with high-frequency trading activities.,Static Spectrum Allocation,High,Balanced,StaticSpectrumOptimization,66.0
04968,Public transport hub with high and variable usage.,Transit-Priority Allocation,High,Balanced,RealTimeOptimization,67.0
04969,Low-population rural area with essential services.,Minimum Requirement Allocation,Very Low,Unbalanced,EssentialServicesOptimization,68.0
04970,Urban district with high-rise buildings and dense usage patterns with multiple access points.,MixedUseOptimization,High,Balanced,MixedUseOptimization,69.0
04971,A government building with high-security communications.,Dynamic Spectrum Allocation,High,Balanced,DynamicSpectrumOptimization,70.0
04972,Educational institution with high evening usage due to student activities.,Fixed Bandwidth Allocation,High,Balanced,StaticSpectrumOptimization,71.0
04973,Industrial zone with numerous sensors and real-time control systems.,Priority-based Allocation with Sensor Data Analysis,Very High,Balanced,RealTimeOptimization,72.0
04974,Tourist destination with seasonal usage peaks.,Temporal Dynamic Allocation,Medium,Balanced,SeasonalTouristOptimization,73.0
04975,Industrial area with factories and a residential zone nearby.,Priority Allocation for Industry,High,Unbalanced,IndustryPriorityOptimization,74.0
04976,Shopping mall with multiple retailers and high foot traffic.,Dynamic Spectrum Allocation,High,Balanced,DynamicSpectrumOptimization,75.0
04977,Sports complex with events scheduled during weekends.,Static Spectrum Allocation,Medium,Balanced,StaticSpectrumOptimization,76.0
04978,Airport with frequent high-demand communication periods.,Airport-Priority Allocation,Very High,Balanced,RealTimeOptimization,77.0
04979,Rural area with sporadic connectivity due to natural barriers.,Geographical Mapping,Medium,Balanced,GeographicalMappingOptimization,78.0
04980,Waterfront area with tourist attractions and commercial activities.,MixedUseOptimization,High,Balanced,MixedUseOptimization,79.0
04981,A tech park with a high concentration of IoT devices.,Dynamic Spectrum Allocation,High,Balanced,DynamicSpectrumOptimization,80.0
04982,Shopping mall with peak usage during holiday seasons.,Fixed Bandwidth Allocation,Very High,Balanced,StaticSpectrumOptimization,81.0
04983,Residential area with smart homes and real-time entertainment streaming.,Dynamic Spectrum Allocation with User Preference Learning,Medium,Balanced,RealTimeOptimization,82.0
04984,Coastal area with high usage due to tourism and events.,Event-based Dynamic Allocation,High,Balanced,CoastalTourismOptimization,83.0
04985,Suburban area with a mix of residential homes and small businesses.,Flexible Allocation,Low,Balanced,FlexibleResourceOptimization,84.0
04986,Financial district with numerous high-value transactions.,Dynamic Spectrum Allocation,Very High,Balanced,DynamicSpectrumOptimization,85.0
04987,Cultural center with recurring events and peak audience attendance.,Static Spectrum Allocation,High,Balanced,StaticSpectrumOptimization,86.0
04988,Shopping mall with peak shopping hours and e-commerce logistics.,E-commerce-Dynamic Allocation,Very High,Unbalanced,RealTimeOptimization,87.0
04989,Region with rural educational institutions.,School-Centric Allocation,Low,Balanced,EducationFacilitationOptimization,88.0
04990,Historical city center with cultural significance and seasonal tourism spikes.,MixedUseOptimization,Medium,Balanced,MixedUseOptimization,89.0
04991,A smart city with integrated IoT and connected vehicles.,Dynamic Spectrum Allocation,Very High,Balanced,DynamicSpectrumOptimization,90.0
04992,Suburban area with consistent low usage except for weekends.,Fixed Bandwidth Allocation,Low,Balanced,StaticSpectrumOptimization,91.0
04993,Transportation hub with multiple connectivity demands from vehicles and pedestrians.,Priority-based Allocation with Traffic Flow Optimization,Very High,Balanced,RealTimeOptimization,92.0
04994,Rural area with growing telehealth services demand.,Service-based Allocation,Medium,Unbalanced,RuralTelehealthOptimization,93.0
04995,Downtown area with constant heavy traffic and mixed commercial and residential use.,Traffic-aware Allocation,Very High,Unbalanced,TrafficAwareOptimization,94.0
04996,Waterfront area with tourist activities and a large marina.,Dynamic Spectrum Allocation,High,Balanced,DynamicSpectrumOptimization,95.0
04997,Educational campus with uniform demand across classrooms and study areas.,Static Spectrum Allocation,High,Balanced,StaticSpectrumOptimization,96.0
04998,Smart city infrastructure with IoT sensors.,SmartCity-Priority Allocation,Very High,Balanced,RealTimeOptimization,97.0
04999,Coastal region with tourist-based economy.,Tourism-Centric Allocation,Medium,Balanced,TourismOptimization,98.0
05000,Mixed residential and commercial area with nightlife activities affecting network load.,MixedUseOptimization,High,Balanced,MixedUseOptimization,99.0
05001,Urban area with high user density and varied usage patterns.,Dynamic Spectrum Allocation,High,Balanced,DynamicSpectrumOptimization,0.0
05002,"Suburban area with moderate usage, peak during evenings.",Static Spectrum Allocation,Medium,Unbalanced,StaticSpectrumOptimization,1.0
05003,Industrial area with critical real-time monitoring needs.,Priority-based Allocation,Very High,Balanced,RealTimeOptimization,2.0
05004,Rural area with low density and low usage.,Low Priority Allocation,Low,Unbalanced,RuralOptimization,3.0
05005,Mixed-use area with varying high-demand sectors.,Adaptive Resource Allocation,High,Balanced,MixedUseOptimization,4.0
05006,City center with high-rise buildings causing signal reflections.,Dynamic Spectrum Allocation,High,Balanced,DynamicSpectrumOptimization,5.0
05007,Urban center with consistent traffic patterns.,Static Spectrum Allocation,Medium,Balanced,StaticSpectrumOptimization,6.0
05008,Heavy industrial zone with critical IoT devices.,Priority-based Real-time Allocation,Very High,Balanced,RealTimeOptimization,7.0
05009,Small town with seasonal tourist traffic.,Dynamic Bandwidth Allocation,Medium,Balanced,DynamicBandwidthOptimization,8.0
05010,Downtown commercial district with high foot traffic and diverse service requirements.,MixedUseOptimization,High,Balanced,MixedUseOptimization,9.0
05011,A downtown area with high-rise buildings causing signal reflection.,Dynamic Spectrum Allocation,High,Balanced,DynamicSpectrumOptimization,10.0
05012,Residential area with sporadic high demand during weekends.,Fixed Bandwidth Allocation,Medium,Balanced,StaticSpectrumOptimization,11.0
05013,Factory floor with automated machinery and real-time communication needs.,Priority-based Allocation with Machine Learning Prediction,Very High,Balanced,RealTimeOptimization,12.0
05014,Urban area with high user density and varied usage patterns.,Dynamic Spectrum Allocation,High,Balanced,DynamicSpectrumOptimization,13.0
05015,Commercial district with high-rise office buildings and retail spaces.,Segmented Resource Allocation,High,Balanced,SegmentedSectorOptimization,14.0
05016,Small town with low population but hosting a major sports event.,Dynamic Spectrum Allocation,Very High,Balanced,DynamicSpectrumOptimization,15.0
05017,Commercial area with steady demand throughout the day.,Static Spectrum Allocation,Medium,Balanced,StaticSpectrumOptimization,16.0
05018,High-density event area with sporadic usage.,Dynamic Spectrum Allocation,High,Unbalanced,RealTimeOptimization,17.0
05019,Remote agricultural area with low population.,Minimal Bandwidth Allocation,Low,Unbalanced,AgriculturalAreaOptimization,18.0
05020,Residential area near a university campus with high data demand during exam periods.,MixedUseOptimization,Medium,Balanced,MixedUseOptimization,19.0
05021,A stadium with varying crowd density during events.,Dynamic Spectrum Allocation,Very High,Balanced,DynamicSpectrumOptimization,20.0
05022,Financial district with consistent high traffic during work hours.,Fixed Bandwidth Allocation,Very High,Balanced,StaticSpectrumOptimization,21.0
05023,Healthcare facility with critical patient monitoring systems.,Priority-based Allocation with Real-time Traffic Analysis,Very High,Balanced,RealTimeOptimization,22.0
05024,"Suburban area with moderate usage, peak during evenings.",Static Spectrum Allocation,Medium,Unbalanced,StaticSpectrumOptimization,23.0
05025,"Neighborhood with schools, clinics, and apartment buildings.",Service-based Allocation,Medium,Unbalanced,ServicePriorityOptimization,24.0
05026,Industrial district with multiple high-bandwidth applications.,Dynamic Spectrum Allocation,Very High,Balanced,DynamicSpectrumOptimization,25.0
05027,High-rise residential area with consistent peak times.,Static Spectrum Allocation,High,Balanced,StaticSpectrumOptimization,26.0
05028,Disaster-affected area with emergency communication needs.,Emergency-Priority Allocation,Very High,Balanced,RealTimeOptimization,27.0
05029,Countryside with intermittent usage.,Predictive Allocation,Medium,Balanced,PredictiveOptimization,28.0
05030,Areas close to airports with significant data transmission requirements for both commercial and personal use.,MixedUseOptimization,Very High,Balanced,MixedUseOptimization,29.0
05031,A financial district with numerous high-speed data requirements.,Dynamic Spectrum Allocation,High,Balanced,DynamicSpectrumOptimization,30.0
05032,Campus area with fluctuating usage between classes.,Fixed Bandwidth Allocation,High,Unbalanced,StaticSpectrumOptimization,31.0
05033,Smart city district with IoT devices generating continuous data.,Adaptive Resource Allocation with Predictive Analytics,High,Balanced,RealTimeOptimization,32.0
05034,Industrial area with critical real-time monitoring needs.,Priority-based Allocation,Very High,Balanced,RealTimeOptimization,33.0
05035,Residential area with sports facilities and local government buildings.,Event-based Allocation,Medium,Balanced,EventSchedulingOptimization,34.0
05036,"Dense urban area with a mix of commercial, residential, and government buildings.",Dynamic Spectrum Allocation,High,Balanced,DynamicSpectrumOptimization,35.0
05037,Industrial zone with regular heavy usage in mornings.,Static Spectrum Allocation,Medium,Balanced,StaticSpectrumOptimization,36.0
05038,Military base with constant and critical communication.,Military-Priority Allocation,Very High,Balanced,RealTimeOptimization,37.0
05039,Hilly terrain with challenging topography.,Mobility Optimization,Low,Unbalanced,TopographicalChallengesOptimization,38.0
05040,"City center with a mix of retail, office spaces, and entertainment venues with peak usage times.",MixedUseOptimization,High,Balanced,MixedUseOptimization,39.0
05041,A city with frequent public events leading to variable network demand.,Dynamic Spectrum Allocation,Medium,Balanced,DynamicSpectrumOptimization,40.0
05042,Small town with occasional influx of visitors during local events.,Fixed Bandwidth Allocation,Low,Balanced,StaticSpectrumOptimization,41.0
05043,Critical infrastructure network during a natural disaster.,Dynamic Spectrum Allocation with Emergency Priority,High,Balanced,RealTimeOptimization,42.0
05044,Rural area with low density and low usage.,Low Priority Allocation,Low,Unbalanced,RuralOptimization,43.0
05045,Mixed residential and commercial zone with scheduled business hours.,Time-based Allocation,Medium,Balanced,TimeSchedulingOptimization,44.0
05046,Tourist attraction area during peak season with an influx of visitors.,Dynamic Spectrum Allocation,Very High,Balanced,DynamicSpectrumOptimization,45.0
05047,Healthcare facility with non-stop 24/7 demand.,Static Spectrum Allocation,High,Balanced,StaticSpectrumOptimization,46.0
05048,Sports stadium during peak events.,Event-based Dynamic Allocation,Very High,Unbalanced,RealTimeOptimization,47.0
05049,Regional center with sparse connectivity infrastructure.,Area Expansion Strategy,Medium,Unbalanced,InfrastructureDevelopmentOptimization,48.0
